Video ID,Title,Description,Category
_OkRmX3XuWU,Travel Tips That Will Save You Money,"The one thing that's always true about traveling is that it costs money. Whether you love it (like I do!) or hate it, it seems like there's always one reason or another ...",travel
leUUW-RxePg,"Mumbaikars Love Samosa || A1 Samosa, Gurukripa and More|| Indian Street Food Series||",Veggipaaji will show you famous samosas in Mumbai. Mumbaikars Love Samosa. A1 Samosa and Gurukripa Samosas in Sion are where locals samosas from.,food
QZ6mupqOT6o,North Korea  - summary of 70 years of history,Let's look at a map and retrace the history of North Korea since its creation in 1948. This video covers the major events relating to the country until the historic ...,history
VgRjxOYMHBI,plastic bags manufacturing,This is how plastic bags are manufactured.,manufacturing
ka-ZgwCXKho,Venice Vacation Travel Guide | Expedia,"Rising from the waters of Venice Lagoon is the Italian city of Venice, a city like no other. Begin your visit in the central district of San Marco, and walk upon one of ...",travel
xPXifzNHyYU,The Science and Technology of Tomorrow,"Part 2: https://www.youtube.com/watch?v=yO2_6fExuWI No one knows what the future of science and technology will be, but experts are able to predict what ...",technology
vs7lZrSEe14,13 Tricks Advertisers Use To Make Food Look Delicious / Food Photo Hacks,Subscribe Here: https://goo.gl/KM3Axw Cartoon Characters Doll Version / 6 Clever Barbie Hacks And Crafts: ...,food
HCqMHkbxg4k,Financial services and manufacturing stand to gain from mmWave 5G in MENA region,"In the MENA region, mmWave will create an increase of $15.4 billion in GDP by 2034. Professional and financial services contribute the most to GDP with 34%, ...",manufacturing
4av9v_VS3fk,12 Years of Full-Time Travel on a Budget!  Woman Shares Her Experience,"Full-time travel documentary! Also, you can visit https://NordVPN.com/exploringalternatives and use code EXPLORINGALTERNATIVES to get 75% off a 3 year ...",travel
eF5LVBW1vl8,Manufacturing plywood boards: then and now,"Plywood is a simple material made by glueing together thin sheets of wood, known as veneers or plies. These basic elements have remained broadly the same ...",manufacturing
DN5rJ_lKZJw,Street Food in Bangladesh -The ULTIMATE Old Dhaka Street Food Tour - Bengali Street Food HEAVEN!,Street Food in Bangladesh is AMAZING! We found some of the BEST Bangladeshi Street food in Old Dhaka! Join us as we take you for the ULTIMATE Bengali ...,food
KSR2Ov9LuhM,Science and Technology - NSF PSA,"I loved this commercial from my childhood. Years ago, I captured this video from a VHS to my hard drive, intending to upload it, but I never did. Until now :) NSF is ...",technology
BEwfPzaT4MA,"Ancient Aliens: Arkaim, the Russian Stonehenge (Season 11) | History","Some believe that Arkaim might have been utilized by extraterrestrial beings when it was constructed in this clip from Season 11, Episode 12, ""Russia's Secret ...",history
asY669kKMqc,Most Savage Moments in WWE History,wwesavagemoments WWE Most Savage Moments Most Savage WWE Moments Of All TIME Hi guys here is my new video WWE Most savage moments of all ...,history
bRrV__bfERA,5 Science And Tech Predictions For 2018 | Mach | NBC News,"Robots will get more emotional, cryptocurrencies will keep us guessing about their future and synthetic biology will make huge leaps. Here's a look at what to ...",technology
za_1n_drUyM,Manufacturing Process That You&#39;ve Never Seen Before,Manufacturing process that You've never seen before. Factory machine tools. 1. PVC profile extrusion - www.aluplast.net 2. Automatic PVC Window Welding ...,manufacturing
_jw9CoOLOrI,जम्मू कश्मीर का पूरा इतिहास शुरू से लेकर आज तक | History of Jammu Kashmir State in Hindi,"In this video, we will talk about Jammu and Kashmir, what is the ancient history of Kashmir, when whom were the rulers ruled over this kingdom? the ancient ...",history
Ri8o9kBfNkw,100 Indian Science and Technology General Knowledge (GK) Questions and Answers || Part -1,"This Channel is an attempt to increase general knowledge and it is a collection of general knowledge questions related to various subjects, which are available ...",technology
kRTGOQEi75Q,Plastic Cans Manufacturing - Business Video(Telugu),Gmail: enablemicroenterprises@gmail.com.,manufacturing
2zmpofnotH4,Kendrick Lamar And Shantell Martin: Music Meets Art | American Express Music,Hear the personal influences and artistic approach to this one-of-a-kind collaboration from Kendrick Lamar and Shantell Martin. Watch more exclusive content at ...,art
asY669kKMqc,Most Savage Moments in WWE History,wwesavagemoments WWE Most Savage Moments Most Savage WWE Moments Of All TIME Hi guys here is my new video WWE Most savage moments of all ...,history
sRyslbdtT90,31 INSANELY AFFORDABLE Budget Travel Destinations to VISIT NOW,"This extensive list shows the 31 Cheapest Budget Travel Destinations in the World. Alex and Marko, the Vagabrothers give you pro budget travel tips on what to ...",travel
asY669kKMqc,Most Savage Moments in WWE History,wwesavagemoments WWE Most Savage Moments Most Savage WWE Moments Of All TIME Hi guys here is my new video WWE Most savage moments of all ...,history
60oNDAfF6zY,GOOGLE IS BUILDING A &quot;SMART&quot; CITY! (SCIENCE AND TECHNOLOGY),"GOOGLE IS BUILDING A ""SMART"" CITY! (SCIENCE AND TECHNOLOGY) This channel needs your help! Please consider helping support the channel here: ...",technology
_JbCvtJzsVI,6 Mind-Blowing Time Travel Movies,Above are the 6 best time travel movies based on how suspense and thrillfull they are . WATCH OTHER PARTS TOO PART-2 https://youtu.be/sXm32ClB_Eg ...,travel
q3gHT_JtIjU,40 Profitable Manufacturing Business Ideas for 2019,Introducing 40 Profitable Business Ideas for 2019. Get 201 Small Business Ideas.,manufacturing
ep82CmKsQ5Y,#SCIENCE &amp; TECHNOLOGY #CURRENT AFFAIRS 2018 (JANUARY - JUNE) #विज्ञान प्रौद्योगिकी #2018,For one liner of this video - http://www.myexamnotes.com/2018/07/science-technology-current-affairs-2018.html check this SCIENCE & TECHNOLOGY ...,technology
w-aGCHsQmdc,"Wholesale jeans market,jeans wholesale,branded jeans,manufacturing,factory,cheap price,gandhi nagar","Video Title :-Wholesale jeans market,jeans wholesale,branded jeans,manufacturing,factory,cheap price,gandhi nagar (Description) (Brand Name) SPARKING ...",manufacturing
azzcaVVhBOM,MIT Technology Day 1999—&quot;The Human Body: Emerging Medical Science and Technology&quot;,"MIT's Technology Day 1999 focused on the theme ""The Human Body: Emerging Medical Science and Technology."" The event, which took place June 5, featured ...",technology
mudGxYDHKtw,Fascinating Manufacturing Process You Never Seen Before,This satisfying video include several types of manufacturing processes are applied in production process. Take some time out and enjoy in this fascinating video.,manufacturing
fogvfDobJYw,"Lecture 8, Science and Tech, Current Affairs Revision for Prelim 2019, IAS/UPSC/CSE",Join the Political science and Mains Booster Course at video.onlyias.in Download the PDF at https://t.me/onlyiasnothingelse or www.onlyias.in Please like or ...,technology
4av9v_VS3fk,12 Years of Full-Time Travel on a Budget!  Woman Shares Her Experience,"Full-time travel documentary! Also, you can visit https://NordVPN.com/exploringalternatives and use code EXPLORINGALTERNATIVES to get 75% off a 3 year ...",travel
xP-HdTjRivE,20 ltr Water Can&#39;s Manufacturing | Plastic Cans Manufacturing | Water Bottle Making Process,20 ltr Water Can's Manufacturing | Plastic Cans Manufacturing | Water Bottle Making Process #waterBottleMakingProcess #WaterBottlingPlant ...,manufacturing
VDwJEaLFipo,Travelpack and the Live Travel Space,Sukh Patel is Operations Director at our retail customer Travelpack. The Live Travel Space shows him that Amadeus is thinking out of the box.,travel
9PqWX_ggir0,Queen Elizabeth Visits The Science Museum In London | TIME,Queen Elizabeth visits the science museum in london. Subscribe to TIME ▻▻ http://po.st/SubscribeTIME Get closer to the world of entertainment and celebrity ...,technology
HgS9q1Mfus0,Nobody Showed You the History Of India Like This!,"Be like SMART BANANA: https://goo.gl/JTfP6L Nobody Showed You the History Of India Like This This is India! Just look how beautiful, magical and spiritual this ...",history
bEkt1SDnleQ,Kapoor Manufacturing Best Advice ! Camphor Powder Manufacturing business,कपूर बिज़नस की सबसे सही सलाह की इस बिज़नस को कैसे शुरू करे ! और कितना आपका इसमे...,manufacturing
DNPEIF8sk9k,HAWAII TRAVEL VLOG 🌴 MY TRIP TO LANAI WITH GARNIER | Stephanie Ledda,I'm finally posting my vlog from my trip to the Hawaiian island of Lanai with Garnier! I had the most amazing time + it was absolutely beautiful! SLEEK SHOT IN ...,travel
mweZR7gw_cU,Healing and Learning through Art and Music,"In Malawi, children fail to succeed in school because of the stress from poverty and traumatic events, like losing a parent to AIDS. Meet three children—Roster, ...",art
-H-UufBlZ9c,Porsche Travel Experience Southern France,"The Côte d'Azur features dazzling beauty and a carefree, casual attitude – a dream destination for many people. Exclusive elegance is what it has in common ...",travel
tKsBrdZ2npc,"Hamilton, Jefferson or Adams: Was One of the Founding Fathers a Murderer? - Drunk History","After running afoul of a few of the Founding Fathers, gossip journalist James Callender died under mysterious circumstances in 1803. About Drunk History: ...",history
wMikNa3fyXA,SCIENCE AND TECHNOLOGY-7(సమాచార ప్రసార సాంకేతిక విజ్ఞానం),https://satyaiasacademy.com 9505753375/9985459450/ 9533646703 Register :http://satyaiasacademy.com/course-reg..,technology
_JbCvtJzsVI,6 Mind-Blowing Time Travel Movies,Above are the 6 best time travel movies based on how suspense and thrillfull they are . WATCH OTHER PARTS TOO PART-2 https://youtu.be/sXm32ClB_Eg ...,travel
r1uDNRzcAV0,"Elephants, Art and Music on the River Kwai","This video was made on 24th February, National Artist Day in Thailand. I had the honor of being drawn by Thai National Artist, Thep Sirisuksopha.",art
2m8n2ufXtW0,"Fast Extreme Automatic Bullet Production Factory, Amazing Modern Ammunition Manufacturing Process","Fast Extreme Automatic Bullet Production Factory, Amazing Modern Ammunition Manufacturing Process.",manufacturing
K69WTOXQZa4,Cotton to Yarn Process || Yarn Manufacturing Process || How Make Yarn from Cotton || Yarn Textile,Cotton to Yarn Process (Yarn Manufacturing Process) or Yarn Textile is the first steps of textile product processing. The process of making yarns from the textile ...,manufacturing
suKgL8DRsMs,Science and Technology || 25 Most Important Questions || Part 1,సైన్స్ అండ్ టెక్నాలజీ || 25 అతిముఖ్యమైన ప్రశ్నలు || మొదటిభాగం ఏ పోటీపరీక్షకై...,technology
IYFZawos3v0,The Great Purge: History Matters (Short Animated Documentary),Twitter: https://twitter.com/Tenminhistory Patreon: https://www.patreon.com/user?u=4973164 Merch: https://teespring.com/stores/history-matters-store-2 Special ...,history
rrJbuF6zOIk,babyfirst art and music,,art
uuN6zU3ePG0,Most Satisfying Manufacturing Process Never Seen Before,Watching satisfying manufacturing process videos is probably the easiest way to relax instantly. Since we're stressed out on a daily basis it's useful to find ...,manufacturing
P_CoqhPmjik,VISION IAS MAGAZINE JUNE 2018 SCIENCE AND TECHNOLOGY CURRENT AFFAIRS HINDI / ENGLISH,SCIENCE AND TECHNOLOGY - 2 - JUNE 2018 - VISION MAGAZINE SCIENCE AND TECHNOLOGY This is only for educational purpose I am very thankful to ...,technology
7mIzRYh8jGA,What is it like to travel in PAKISTAN?,"Subscribe now: https://goo.gl/6zXZGK Watch the full series now: https://youtu.be/Xdya8eym9nM Huge thank you to Ali, CEO of Pakistan Travel Mart, for making ...",travel
u0hrhZoL9Cg,How YOU can Travel Full Time &amp; Make Money on Social Media - 10 Tips to become a Digital Nomad,"If you've ever dreamed of traveling full time or becoming a digital nomad, it has never been more accessible and I want to show you how social media marketing ...",travel
7MhrXFey15I,Amazing inventions in Science And Technology,"guess what all can happen for the upcoming years ,tech and sci at its best.",technology
OXHHNBVt0pw,Street Food in Madagascar&#39;s Biggest City!!! Zebu Meat Heaven!,VILLAGE FOOD IN MADAGASCAR! » https://youtu.be/EwBA1fOQ96c GO ON YOUR TOUR OF MADAGASCAR! » http://bit.ly/Ramartour GET YOUR BEST ...,food
PgxhLd-9SRQ,In Search Of History - The Mysterious Howard Hughes (History Channel Documentary),Narrated by David Ackroyd.,history
kRTGOQEi75Q,Plastic Cans Manufacturing - Business Video(Telugu),Gmail: enablemicroenterprises@gmail.com.,manufacturing
OWQfCe1A6ro,Science and Technology P-1 for IAS Exam- Hindi,"in this lesson, we will discuss basic and advance concept as well as current affairs of science & technology for IAS exam.",technology
